"SYSTEM", "1", "SYSTEM", "System Start", " "
"main", "1229", "se/hig/oodp/lab/model/Vertex2D.java:28", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=28"
"main", "1230", "se/hig/oodp/lab/model/Vertex2D.java:28", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:20#se.hig.oodp.lab.model.Vertex2D:20, value=<void>"
"main", "1231", "se/hig/oodp/lab/model/Vertex2D.java:61", "Method Returned", " "
"main", "1232", "se/hig/oodp/lab/model/Vertex2D.java:61", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=61"
"main", "1233", "se/hig/oodp/lab/model/Vertex2D.java:61", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:19#moveTo:2, result=se.hig.oodp.lab.model.Vertex2D:20"
"main", "1234", "se/hig/oodp/lab/model/Vertex2D.java:61", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:19#moveTo:2, value=se.hig.oodp.lab.model.Vertex2D:20"
"main", "1235", "se/hig/oodp/lab/model/figure/Triangle.java:109", "Method Returned", " "
"main", "1236", "se/hig/oodp/lab/model/figure/Triangle.java:109", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=109"
"main", "1237", "se/hig/oodp/lab/model/figure/Triangle.java:109", "Field Write", " context=se.hig.oodp.lab.model.simplefigure.SimpleFigure:5, position=se.hig.oodp.lab.model.Vertex2D:20"
"main", "1238", "se/hig/oodp/lab/model/figure/Triangle.java:110", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=110"
"main", "1239", "se/hig/oodp/lab/model/figure/Triangle.java:110", "Method Exit", " returner=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, value=<void>"
"main", "1240", "se/hig/oodp/lab/model/figure/Triangle.java:57", "Method Returned", " "
"main", "1241", "se/hig/oodp/lab/model/figure/Triangle.java:58", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=58"
"main", "1242", "se/hig/oodp/lab/model/figure/Triangle.java:58", "Method Exit", " returner=se.hig.oodp.lab.model.figure.Triangle:1#se.hig.oodp.lab.model.figure.Triangle:1, value=<void>"
"main", "1243", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:130", "Method Returned", " "
"main", "1244", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:130", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=130"
"main", "1245", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:130", "Variable Write", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createTriangle:1, t=se.hig.oodp.lab.model.figure.Triangle:1"
"main", "1246", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:134", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=134"
"main", "1247", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:134", "Field Read", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1, allFigures"
"main", "1248", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:135", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=135"
"main", "1249", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:135", "Field Read", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1, movableFigures"
"main", "1250", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:136", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=136"
"main", "1251", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:136", "Field Read", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1, rotatableFigures"
"main", "1252", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:137", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=137"
"main", "1253", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:137", "Field Read", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1, scalableFigures"
"main", "1254", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:139", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=139"
"main", "1255", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:139", "Field Read", " context=se.hig.oodp.lab.utility.DebugLogger, log"
"main", "1256", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:140", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=140"
"main", "1257", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:140", "Method Exit", " returner=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createTriangle:1, value=<void>"
"main", "1258", "se/hig/oodp/lab/control/test/FigureHandlerTest.java:34", "Method Returned", " "
"main", "1259", "se/hig/oodp/lab/control/test/FigureHandlerTest.java:36", "Line Step", " file=se/hig/oodp/lab/control/test/FigureHandlerTest.java, line=36"
"main", "1260", "se/hig/oodp/lab/control/test/FigureHandlerTest.java:36", "Field Read", " context=se.hig.oodp.lab.control.test.FigureHandlerTest, XCOORDS"
"main", "1261", "se/hig/oodp/lab/control/test/FigureHandlerTest.java:36", "Field Read", " context=se.hig.oodp.lab.control.test.FigureHandlerTest, YCOORDS"
"main", "1262", "se/hig/oodp/lab/control/test/FigureHandlerTest.java:36", "Method Call", " caller=se.hig.oodp.lab.control.test.FigureHandlerTest#main:1, target=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createCircle:1"
"main", "1263", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:51", "Method Entered", " "
"main", "1264", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:51", "Variable Write", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createCircle:1, y=2.0"
"main", "1265", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:51", "Variable Write", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createCircle:1, r=2.0"
"main", "1266", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:51", "Variable Write", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createCircle:1, x=-2.0"
"main", "1267", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:53", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=53"
"main", "1268", "SYSTEM", "Type Load", " class=se.hig.oodp.lab.model.simplefigure.Circle"
"main", "1269", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:53", "New Object", " object=se.hig.oodp.lab.model.Vertex2D:21"
"main", "1270", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:53", "Method Call", " caller=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createCircle:1, target=se.hig.oodp.lab.model.Vertex2D:21#se.hig.oodp.lab.model.Vertex2D:21"
"main", "1271", "se/hig/oodp/lab/model/Vertex2D.java:24", "Method Entered", " "
"main", "1272", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:21#se.hig.oodp.lab.model.Vertex2D:21, y=2.0"
"main", "1273", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:21#se.hig.oodp.lab.model.Vertex2D:21, x=-2.0"
"main", "1274", "se/hig/oodp/lab/model/Vertex2D.java:24", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=24"
"main", "1275", "se/hig/oodp/lab/model/Vertex2D.java:26", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=26"
"main", "1276", "se/hig/oodp/lab/model/Vertex2D.java:26", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:21, x=-2.0"
"main", "1277", "se/hig/oodp/lab/model/Vertex2D.java:27", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=27"
"main", "1278", "se/hig/oodp/lab/model/Vertex2D.java:27", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:21, y=2.0"
"main", "1279", "se/hig/oodp/lab/model/Vertex2D.java:28", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=28"
"main", "1280", "se/hig/oodp/lab/model/Vertex2D.java:28", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:21#se.hig.oodp.lab.model.Vertex2D:21, value=<void>"
"main", "1281", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:53", "Method Returned", " "
"main", "1282", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:53", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=53"
"main", "1283", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:53", "New Object", " object=se.hig.oodp.lab.model.simplefigure.Circle:1"
"main", "1284", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:53", "Method Call", " caller=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createCircle:1, target=se.hig.oodp.lab.model.simplefigure.Circle:1#se.hig.oodp.lab.model.simplefigure.Circle:1"
"main", "1285", "se/hig/oodp/lab/model/simplefigure/Circle.java:29", "Method Entered", " "
"main", "1286", "se/hig/oodp/lab/model/simplefigure/Circle.java:29", "Variable Write", " context=se.hig.oodp.lab.model.simplefigure.Circle:1#se.hig.oodp.lab.model.simplefigure.Circle:1, position=se.hig.oodp.lab.model.Vertex2D:21"
"main", "1287", "se/hig/oodp/lab/model/simplefigure/Circle.java:29", "Variable Write", " context=se.hig.oodp.lab.model.simplefigure.Circle:1#se.hig.oodp.lab.model.simplefigure.Circle:1, radius=2.0"
"main", "1288", "se/hig/oodp/lab/model/simplefigure/Circle.java:31", "Line Step", " file=se/hig/oodp/lab/model/simplefigure/Circle.java, line=31"
"main", "1289", "se/hig/oodp/lab/model/simplefigure/Circle.java:31", "Method Call", " caller=se.hig.oodp.lab.model.simplefigure.Circle:1#se.hig.oodp.lab.model.simplefigure.Circle:1, target=se.hig.oodp.lab.model.simplefigure.SimpleFigure:6#se.hig.oodp.lab.model.simplefigure.SimpleFigure:6"
"main", "1290", "se/hig/oodp/lab/model/simplefigure/SimpleFigure.java:23", "Method Entered", " "
"main", "1291", "se/hig/oodp/lab/model/simplefigure/SimpleFigure.java:23", "Variable Write", " context=se.hig.oodp.lab.model.simplefigure.SimpleFigure:6#se.hig.oodp.lab.model.simplefigure.SimpleFigure:6, position=se.hig.oodp.lab.model.Vertex2D:21"
"main", "1292", "se/hig/oodp/lab/model/simplefigure/SimpleFigure.java:23", "Line Step", " file=se/hig/oodp/lab/model/simplefigure/SimpleFigure.java, line=23"
"main", "1293", "se/hig/oodp/lab/model/simplefigure/SimpleFigure.java:25", "Line Step", " file=se/hig/oodp/lab/model/simplefigure/SimpleFigure.java, line=25"
"main", "1294", "se/hig/oodp/lab/model/simplefigure/SimpleFigure.java:25", "Field Write", " context=se.hig.oodp.lab.model.simplefigure.SimpleFigure:6, position=se.hig.oodp.lab.model.Vertex2D:21"
"main", "1295", "se/hig/oodp/lab/model/simplefigure/SimpleFigure.java:26", "Line Step", " file=se/hig/oodp/lab/model/simplefigure/SimpleFigure.java, line=26"
"main", "1296", "se/hig/oodp/lab/model/simplefigure/SimpleFigure.java:26", "Method Exit", " returner=se.hig.oodp.lab.model.simplefigure.SimpleFigure:6#se.hig.oodp.lab.model.simplefigure.SimpleFigure:6, value=<void>"
"main", "1297", "se/hig/oodp/lab/model/simplefigure/Circle.java:31", "Method Returned", " "
"main", "1298", "se/hig/oodp/lab/model/simplefigure/Circle.java:33", "Line Step", " file=se/hig/oodp/lab/model/simplefigure/Circle.java, line=33"
"main", "1299", "se/hig/oodp/lab/model/simplefigure/Circle.java:33", "Field Write", " context=se.hig.oodp.lab.model.simplefigure.Circle:1, radius=2.0"
"main", "1300", "se/hig/oodp/lab/model/simplefigure/Circle.java:34", "Line Step", " file=se/hig/oodp/lab/model/simplefigure/Circle.java, line=34"
"main", "1301", "se/hig/oodp/lab/model/simplefigure/Circle.java:34", "Method Exit", " returner=se.hig.oodp.lab.model.simplefigure.Circle:1#se.hig.oodp.lab.model.simplefigure.Circle:1, value=<void>"
"main", "1302", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:53", "Method Returned", " "
"main", "1303", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:53", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=53"
"main", "1304", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:53", "Variable Write", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createCircle:1, c=se.hig.oodp.lab.model.simplefigure.Circle:1"
"main", "1305", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:55", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=55"
"main", "1306", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:55", "Field Read", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1, allFigures"
"main", "1307", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:56", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=56"
"main", "1308", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:56", "Field Read", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1, movableFigures"
"main", "1309", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:57", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=57"
"main", "1310", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:57", "Field Read", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1, scalableFigures"
"main", "1311", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:59", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=59"
"main", "1312", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:59", "Field Read", " context=se.hig.oodp.lab.utility.DebugLogger, log"
"main", "1313", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:60", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=60"
"main", "1314", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:60", "Method Exit", " returner=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createCircle:1, value=<void>"
"main", "1315", "se/hig/oodp/lab/control/test/FigureHandlerTest.java:36", "Method Returned", " "
"main", "1316", "se/hig/oodp/lab/control/test/FigureHandlerTest.java:37", "Line Step", " file=se/hig/oodp/lab/control/test/FigureHandlerTest.java, line=37"
"main", "1317", "se/hig/oodp/lab/control/test/FigureHandlerTest.java:37", "Field Read", " context=se.hig.oodp.lab.control.test.FigureHandlerTest, XCOORDS"
"main", "1318", "se/hig/oodp/lab/control/test/FigureHandlerTest.java:37", "Field Read", " context=se.hig.oodp.lab.control.test.FigureHandlerTest, YCOORDS"
"main", "1319", "se/hig/oodp/lab/control/test/FigureHandlerTest.java:37", "Method Call", " caller=se.hig.oodp.lab.control.test.FigureHandlerTest#main:1, target=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createEllipse:1"
"main", "1320", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:63", "Method Entered", " "
"main", "1321", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:63", "Variable Write", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createEllipse:1, b=5.0"
"main", "1322", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:63", "Variable Write", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createEllipse:1, a=10.0"
"main", "1323", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:63", "Variable Write", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createEllipse:1, y=2.0"
"main", "1324", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:63", "Variable Write", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createEllipse:1, x=-2.0"
"main", "1325", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:65", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=65"
"main", "1326", "SYSTEM", "Type Load", " class=se.hig.oodp.lab.model.simplefigure.Ellipse"
"main", "1327", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:65", "New Object", " object=se.hig.oodp.lab.model.Vertex2D:22"
"main", "1328", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:65", "Method Call", " caller=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createEllipse:1, target=se.hig.oodp.lab.model.Vertex2D:22#se.hig.oodp.lab.model.Vertex2D:22"
"main", "1329", "se/hig/oodp/lab/model/Vertex2D.java:24", "Method Entered", " "
"main", "1330", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:22#se.hig.oodp.lab.model.Vertex2D:22, y=2.0"
"main", "1331", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:22#se.hig.oodp.lab.model.Vertex2D:22, x=-2.0"
"main", "1332", "se/hig/oodp/lab/model/Vertex2D.java:24", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=24"
"main", "1333", "se/hig/oodp/lab/model/Vertex2D.java:26", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=26"
"main", "1334", "se/hig/oodp/lab/model/Vertex2D.java:26", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:22, x=-2.0"
"main", "1335", "se/hig/oodp/lab/model/Vertex2D.java:27", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=27"
"main", "1336", "se/hig/oodp/lab/model/Vertex2D.java:27", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:22, y=2.0"
"main", "1337", "se/hig/oodp/lab/model/Vertex2D.java:28", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=28"
"main", "1338", "se/hig/oodp/lab/model/Vertex2D.java:28", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:22#se.hig.oodp.lab.model.Vertex2D:22, value=<void>"
"main", "1339", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:65", "Method Returned", " "
"main", "1340", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:65", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=65"
"main", "1341", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:65", "New Object", " object=se.hig.oodp.lab.model.simplefigure.Ellipse:1"
"main", "1342", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:65", "Method Call", " caller=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createEllipse:1, target=se.hig.oodp.lab.model.simplefigure.Ellipse:1#se.hig.oodp.lab.model.simplefigure.Ellipse:1"
"main", "1343", "se/hig/oodp/lab/model/simplefigure/Ellipse.java:30", "Method Entered", " "
"main", "1344", "se/hig/oodp/lab/model/simplefigure/Ellipse.java:30", "Variable Write", " context=se.hig.oodp.lab.model.simplefigure.Ellipse:1#se.hig.oodp.lab.model.simplefigure.Ellipse:1, height=5.0"
"main", "1345", "se/hig/oodp/lab/model/simplefigure/Ellipse.java:30", "Variable Write", " context=se.hig.oodp.lab.model.simplefigure.Ellipse:1#se.hig.oodp.lab.model.simplefigure.Ellipse:1, position=se.hig.oodp.lab.model.Vertex2D:22"
"main", "1346", "se/hig/oodp/lab/model/simplefigure/Ellipse.java:30", "Variable Write", " context=se.hig.oodp.lab.model.simplefigure.Ellipse:1#se.hig.oodp.lab.model.simplefigure.Ellipse:1, width=10.0"
"main", "1347", "se/hig/oodp/lab/model/simplefigure/Ellipse.java:32", "Line Step", " file=se/hig/oodp/lab/model/simplefigure/Ellipse.java, line=32"
